simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0763369	18999	274.461
40	1166	29	0	123.47	4.02444e-05	226.832
80	1166	0	0	113.828	8.57551e-14	440.465
120	1166	0	0	113.696	1.82732e-22	114.411
160	1166	0	0	120.697	3.89376e-31	449.73
200	1166	0	0	106.162	8.29706e-40	57.2306
240	1166	0	0	121.329	1.76799e-48	226.209
280	1166	0	0	112.858	3.76733e-57	440.471
320	1166	0	0	113.612	8.02765e-66	114.097
360	1166	0	0	121.184	1.71058e-74	449.718
400	1166	0	0	106.186	3.64501e-83	57.5477
440	1166	0	0	121.4	7.76699e-92	227.462
480	1166	0	0	114.685	1.65504e-100	440.385
520	1166	0	0	113.642	3.52665e-109	114.411
560	1166	0	0	121.083	7.5148e-118	449.718
600	1166	0	0	106.125	1.6013e-126	57.5477
640	1166	0	0	121.185	3.41214e-135	227.462
680	1166	0	0	113.575	7.27079e-144	440.385
720	1166	0	0	112.465	1.5493e-152	114.411
760	1166	0	0	121.271	3.30135e-161	449.718
800	1166	0	0	106.033	7.0347e-170	57.5477
840	1166	0	0	121.487	1.499e-178	227.462
880	1166	0	0	113.649	3.19415e-187	440.385
920	1166	0	0	114.739	6.80628e-196	114.411
960	1166	0	0	121.107	1.45032e-204	449.718
1000	1166	0	0	105.404	3.09043e-213	57.5477
1040	1166	0	0	120.968	6.58528e-222	227.462
1080	1166	0	0	113.398	1.40323e-230	440.385
1120	1166	0	0	113.016	2.99009e-239	114.411
1160	1166	0	0	120.91	6.37145e-248	449.718
1200	1166	0	0	105.967	1.35767e-256	57.5477
1240	1166	0	0	121.481	2.893e-265	227.462
1280	1166	0	0	113.492	6.16457e-274	440.385
1320	1166	0	0	113.868	1.31358e-282	114.411
1360	1166	0	0	122.391	2.79906e-291	449.718
1400	1166	0	0	106.122	5.9644e-300	57.5477
1440	1166	0	0	119.192	0	227.462
1440.02	1166	0	0	0.142523	0	226.838
